filename, wordcount, chapter_number
m27c_claudia_and_the_lighthouse_ghost_11.txt, 1407, 11
093c_mary_anne_and_the_memory_garden_3.txt, 2284, 3
040c_claudia_and_the_middle_school_mystery_13.txt, 1690, 13
105c_stacey_the_math_whiz_8.txt, 1940, 8
049c_claudia_and_the_genius_of_elm_street_6.txt, 1903, 6
118c_kristy_thomas_dog_trainer_14.txt, 1049, 14
014c_hello_mallory_6.txt, 1222, 6
m06c_the_mystery_at_claudias_house_9.txt, 1594, 9
120c_mary_anne_and_the_playground_fight_10.txt, 1179, 10
073c_mary_anne_and_miss_priss_12.txt, 2385, 12
005c_dawn_and_the_impossible_three_13.txt, 1872, 13
serr2c_logan_bruno_boy_babysitter_10.txt, 1384, 10
055c_jessis_gold_medal_5.txt, 1335, 5
063c_claudias_freind_friend_1.txt, 1991, 1
116c_abby_and_the_best_kid_ever_15.txt, 1201, 15
002c_claudia_and_the_phantom_phone_calls_7.txt, 2446, 7
076c_staceys_lie_11.txt, 2090, 11
088c_farewell_dawn_3.txt, 1468, 3
m07c_dawn_and_the_disappearing_dogs_6.txt, 1556, 6
m11c_claudia_and_the_mystery_at_the_museum_6.txt, 1843, 6
041c_mary_anne_vs_logan_9.txt, 1437, 9
089c_kristy_and_the_dirty_diapers_9.txt, 1119, 9
m20c_mary_anne_and_the_zoo_mystery_14.txt, 2104, 14
m31c_mary_anne_and_the_music_box_secret_6.txt, 1965, 6
059c_mallory_hates_boys_and_gym_1.txt, 2520, 1
m20c_mary_anne_and_the_zoo_mystery_15.txt, 702, 15
089c_kristy_and_the_dirty_diapers_8.txt, 1329, 8
041c_mary_anne_vs_logan_8.txt, 1407, 8
m11c_claudia_and_the_mystery_at_the_museum_7.txt, 1940, 7
m31c_mary_anne_and_the_music_box_secret_7.txt, 1835, 7
088c_farewell_dawn_2.txt, 3611, 2
m07c_dawn_and_the_disappearing_dogs_7.txt, 1843, 7
116c_abby_and_the_best_kid_ever_14.txt, 1387, 14
002c_claudia_and_the_phantom_phone_calls_6.txt, 1750, 6
055c_jessis_gold_medal_4.txt, 1650, 4
076c_staceys_lie_10.txt, 1320, 10
serr2c_logan_bruno_boy_babysitter_11.txt, 991, 11
005c_dawn_and_the_impossible_three_12.txt, 2032, 12
073c_mary_anne_and_miss_priss_13.txt, 1699, 13
120c_mary_anne_and_the_playground_fight_11.txt, 993, 11
m06c_the_mystery_at_claudias_house_8.txt, 2089, 8
118c_kristy_thomas_dog_trainer_15.txt, 1156, 15
014c_hello_mallory_7.txt, 1303, 7
049c_claudia_and_the_genius_of_elm_street_7.txt, 1190, 7
040c_claudia_and_the_middle_school_mystery_12.txt, 1380, 12
093c_mary_anne_and_the_memory_garden_2.txt, 2125, 2
105c_stacey_the_math_whiz_9.txt, 813, 9
m22c_stacey_and_the_haunted_masquerade_14.txt, 2313, 14
117c_claudia_and_the_terrible_truth_3.txt, 1849, 3
m27c_claudia_and_the_lighthouse_ghost_10.txt, 2043, 10
051c_staceys_ex_best_friend_11.txt, 1336, 11
091c_claudia_and_the_first_thanksgiving_3.txt, 1650, 3
013c_goodbye_stacey_goodbye_4.txt, 1565, 4
127c_abbys_un_valentine_14.txt, 2103, 14
041c_mary_anne_vs_logan_12.txt, 1787, 12
012c_claudia_and_the_new_girl_11.txt, 1720, 11
123c_claudias_big_party_6.txt, 1542, 6
m16c_claudia_and_the_clue_in_the_photograph_8.txt, 2055, 8
008c_boy_crazy_stacey_6.txt, 1832, 6
056c_keep_out_claudia_15.txt, 1674, 15
031c_dawns_wicked_stepsister_5.txt, 1691, 5
024c_kristy_and_the_mothers_day_surprise_1.txt, 2152, 1
m12c_dawn_and_the_surfer_ghost_5.txt, 1479, 5
017c_mary_annes_bad_luck_mystery_9.txt, 1750, 9
119c_staceys_ex_boyfriend_10.txt, 1310, 10
101c_claudia_kishi_middle_school_dropout_8.txt, 1541, 8
009c_the_ghost_at_dawns_house_6.txt, 1250, 6
m26c_dawn_schafer_undercover_babysitter_11.txt, 1776, 11
m33c_stacey_and_the_stolen_hearts_10.txt, 1486, 10
060c_mary_annes_makeover_2.txt, 3050, 2
108c_dont_give_up_mallory_13.txt, 2062, 13
046c_mary_anne_misses_logan_8.txt, 1607, 8
083c_stacey_vs_the_bsc_7.txt, 1164, 7
m13c_mary_anne_and_the_library_mystery_5.txt, 1873, 5
m14c_stacey_and_the_mystery_at_the_mall_8.txt, 1937, 8
052c_mary_anne_plus_too_many_babies_9.txt, 1324, 9
085c_claudia_kishi_live_from_wsto_12.txt, 776, 12
008c_boy_crazy_stacey_10.txt, 1468, 10
m24c_mary_anne_and_the_silent_witness_1.txt, 2037, 1
085c_claudia_kishi_live_from_wsto_9.txt, 1019, 9
099c_staceys_broken_heart_5.txt, 2416, 5
084c_dawn_and_the_school_spirit_war_8.txt, 1986, 8
001c_kristys_great_idea_7.txt, 1789, 7
004c_mary_anne_saves_the_day_2.txt, 1826, 2
031c_dawns_wicked_stepsister_10.txt, 1516, 10
m09c_kristy_and_the_haunted_mansion_12.txt, 1748, 12
serr3c_shannons_story_7.txt, 1493, 7
005c_dawn_and_the_impossible_three_7.txt, 1730, 7
m07c_dawn_and_the_disappearing_dogs_15.txt, 1740, 15
012c_claudia_and_the_new_girl_5.txt, 1601, 5
011c_kristy_and_the_snobs_13.txt, 1846, 13
007c_claudia_and_mean_jeanine_2.txt, 1683, 2
m04c_kristy_and_the_missing_child_15.txt, 2022, 15
033c_claudia_and_the_great_search_9.txt, 1496, 9
130c_staceys_movie_6.txt, 1453, 6
026c_claudia_and_the_sad_goodbye_5.txt, 1618, 5
m16c_claudia_and_the_clue_in_the_photograph_11.txt, 2108, 11
053c_kristy_for_president_4.txt, 1564, 4
131c_the_fire_at_mary_annes_house_15.txt, 1881, 15
m10c_stacey_and_the_mystery_money_1.txt, 2393, 1
130c_staceys_movie_13.txt, 802, 13
090c_welcome_to_the_bsc_abby_15.txt, 882, 15
m27c_claudia_and_the_lighthouse_ghost_8.txt, 1814, 8
125c_mary_anne_in_the_middle_9.txt, 1070, 9
062c_kristy_and_the_worst_kid_ever_9.txt, 2554, 9
109c_mary_anne_to_the_rescue_6.txt, 1387, 6
m24c_mary_anne_and_the_silent_witness_12.txt, 2153, 12
097c_claudia_and_the_worlds_cutest_baby_12.txt, 972, 12
064c_dawns_family_feud_15.txt, 780, 15
m20c_mary_anne_and_the_zoo_mystery_5.txt, 1804, 5
073c_mary_anne_and_miss_priss_9.txt, 1598, 9
072c_dawn_and_the_we_heart_kids_club_9.txt, 1738, 9
009c_the_ghost_at_dawns_house_13.txt, 1608, 13
m23c_abby_and_the_secret_society_13.txt, 1963, 13
067c_dawns_big_move_6.txt, 1655, 6
118c_kristy_thomas_dog_trainer_3.txt, 1376, 3
029c_mallory_and_the_mystery_diary_9.txt, 1771, 9
064c_dawns_family_feud_7.txt, 1329, 7
011c_kristy_and_the_snobs_5.txt, 1135, 5
087c_stacey_and_the_bad_girls_9.txt, 1128, 9
023c_dawn_on_the_coast_9.txt, 1374, 9
071c_claudia_and_the_perfect_boy_6.txt, 1370, 6
m35c_abby_and_the_notorius_neighbor_7.txt, 1785, 7
126c_the_all_new_mallory_pike_7.txt, 1978, 7
098c_dawn_and_too_many_sitters_14.txt, 1440, 14
m35c_abby_and_the_notorius_neighbor_12.txt, 1689, 12
100c_kristys_worst_idea_14.txt, 1501, 14
048c_jessis_wish_1.txt, 1906, 1
m26c_dawn_schafer_undercover_babysitter_4.txt, 1691, 4
022c_jessi_ramsey_petsitter_7.txt, 1404, 7
081c_kristy_and_mr_mom_4.txt, 2103, 4
021c_mallory_and_the_trouble_with_twins_15.txt, 1338, 15
069c_get_well_soon_mallory_13.txt, 1482, 13
094c_stacey_mcgill_super_sitter_13.txt, 1217, 13
120c_mary_anne_and_the_playground_fight_2.txt, 3052, 2
025c_mary_anne_and_the_search_for_tigger_8.txt, 1599, 8
m22c_stacey_and_the_haunted_masquerade_5.txt, 1615, 5
028c_welcome_back_stacey_7.txt, 2093, 7
115c_jessis_big_break_15.txt, 1723, 15
113c_claudia_makes_up_her_mind_12.txt, 1529, 12
093c_mary_anne_and_the_memory_garden_10.txt, 1621, 10
027c_jessi_and_the_superbrat_5.txt, 1743, 5
068c_jessi_and_the_bad_babysitter_13.txt, 1055, 13
103c_happy_holidays_jessi_10.txt, 1492, 10
m29c_stacey_and_the_fashion_victim_8.txt, 1578, 8
065c_staceys_big_crush_9.txt, 1518, 9
034c_mary_anne_and_too_many_boys_11.txt, 1571, 11
049c_claudia_and_the_genius_of_elm_street_12.txt, 1836, 12
m09c_kristy_and_the_haunted_mansion_3.txt, 1707, 3
114c_the_secret_life_of_mary_anne_spier_1.txt, 1447, 1
075c_jessis_horrible_prank_11.txt, 1201, 11
091c_claudia_and_the_first_thanksgiving_11.txt, 925, 11
111c_staceys_secret_friend_3.txt, 1008, 3
061c_jessi_and_the_awful_secret_3.txt, 1991, 3
127c_abbys_un_valentine_9.txt, 1156, 9
m02c_beware_dawn_8.txt, 1747, 8
m30c_kristy_and_the_mystery_train_7.txt, 1264, 7
m36c_kristy_and_the_cat_burglar_15.txt, 1756, 15
074c_kristy_and_the_copycat_12.txt, 1204, 12
069c_get_well_soon_mallory_8.txt, 1736, 8
039c_poor_mallory_9.txt, 1656, 9
097c_claudia_and_the_worlds_cutest_baby_9.txt, 1740, 9
010c_logan_likes_mary_anne_3.txt, 1457, 3
090c_welcome_to_the_bsc_abby_1.txt, 2276, 1
068c_jessi_and_the_bad_babysitter_4.txt, 1568, 4
m13c_mary_anne_and_the_library_mystery_13.txt, 1444, 13
028c_welcome_back_stacey_14.txt, 1726, 14
016c_jessis_secret_language_7.txt, 1613, 7
017c_mary_annes_bad_luck_mystery_12.txt, 1266, 12
057c_dawn_saves_the_planet_12.txt, 2012, 12
115c_jessis_big_break_5.txt, 919, 5
092c_mallorys_christmas_wish_7.txt, 1789, 7
057c_dawn_saves_the_planet_8.txt, 1875, 8
serr2c_logan_bruno_boy_babysitter_7.txt, 1142, 7
m30c_kristy_and_the_mystery_train_14.txt, 1024, 14
040c_claudia_and_the_middle_school_mystery_5.txt, 1582, 5
m32c_claudia_and_the_mystery_in_the_painting_2.txt, 3028, 2
116c_abby_and_the_best_kid_ever_1.txt, 1503, 1
043c_staceys_emergency_6.txt, 1797, 6
043c_staceys_emergency_7.txt, 1714, 7
m32c_claudia_and_the_mystery_in_the_painting_3.txt, 3603, 3
040c_claudia_and_the_middle_school_mystery_4.txt, 1866, 4
serr2c_logan_bruno_boy_babysitter_6.txt, 1499, 6
m30c_kristy_and_the_mystery_train_15.txt, 995, 15
115c_jessis_big_break_4.txt, 2388, 4
057c_dawn_saves_the_planet_13.txt, 1698, 13
057c_dawn_saves_the_planet_9.txt, 2131, 9
092c_mallorys_christmas_wish_6.txt, 1375, 6
016c_jessis_secret_language_6.txt, 1842, 6
028c_welcome_back_stacey_15.txt, 1558, 15
017c_mary_annes_bad_luck_mystery_13.txt, 1585, 13
068c_jessi_and_the_bad_babysitter_5.txt, 1363, 5
m13c_mary_anne_and_the_library_mystery_12.txt, 1870, 12
097c_claudia_and_the_worlds_cutest_baby_8.txt, 1301, 8
010c_logan_likes_mary_anne_2.txt, 1472, 2
074c_kristy_and_the_copycat_13.txt, 1468, 13
m36c_kristy_and_the_cat_burglar_14.txt, 1392, 14
094c_stacey_mcgill_super_sitter_1.txt, 1995, 1
039c_poor_mallory_8.txt, 1941, 8
069c_get_well_soon_mallory_9.txt, 2203, 9
m02c_beware_dawn_9.txt, 1978, 9
m30c_kristy_and_the_mystery_train_6.txt, 1811, 6
127c_abbys_un_valentine_8.txt, 1814, 8
061c_jessi_and_the_awful_secret_2.txt, 3280, 2
038c_kristys_mystery_admirer_1.txt, 1642, 1
111c_staceys_secret_friend_2.txt, 2709, 2
091c_claudia_and_the_first_thanksgiving_10.txt, 1179, 10
075c_jessis_horrible_prank_10.txt, 1474, 10
m09c_kristy_and_the_haunted_mansion_2.txt, 2320, 2
054c_mallory_and_the_dream_horse_1.txt, 2033, 1
049c_claudia_and_the_genius_of_elm_street_13.txt, 1625, 13
034c_mary_anne_and_too_many_boys_10.txt, 1462, 10
065c_staceys_big_crush_8.txt, 1666, 8
075c_jessis_horrible_prank_1.txt, 1401, 1
093c_mary_anne_and_the_memory_garden_11.txt, 2027, 11
m29c_stacey_and_the_fashion_victim_9.txt, 1544, 9
103c_happy_holidays_jessi_11.txt, 1133, 11
068c_jessi_and_the_bad_babysitter_12.txt, 1523, 12
027c_jessi_and_the_superbrat_4.txt, 1648, 4
028c_welcome_back_stacey_6.txt, 1825, 6
m22c_stacey_and_the_haunted_masquerade_4.txt, 1555, 4
025c_mary_anne_and_the_search_for_tigger_9.txt, 1685, 9
113c_claudia_makes_up_her_mind_13.txt, 905, 13
115c_jessis_big_break_14.txt, 1209, 14
069c_get_well_soon_mallory_12.txt, 1601, 12
120c_mary_anne_and_the_playground_fight_3.txt, 1393, 3
094c_stacey_mcgill_super_sitter_12.txt, 1193, 12
081c_kristy_and_mr_mom_5.txt, 2625, 5
022c_jessi_ramsey_petsitter_6.txt, 1544, 6
021c_mallory_and_the_trouble_with_twins_14.txt, 1577, 14
100c_kristys_worst_idea_15.txt, 1909, 15
m35c_abby_and_the_notorius_neighbor_13.txt, 1285, 13
098c_dawn_and_too_many_sitters_15.txt, 591, 15
126c_the_all_new_mallory_pike_6.txt, 2044, 6
003c_the_truth_about_stacey_1.txt, 2010, 1
m26c_dawn_schafer_undercover_babysitter_5.txt, 2266, 5
011c_kristy_and_the_snobs_4.txt, 1985, 4
m35c_abby_and_the_notorius_neighbor_6.txt, 1559, 6
071c_claudia_and_the_perfect_boy_7.txt, 2037, 7
023c_dawn_on_the_coast_8.txt, 1605, 8
087c_stacey_and_the_bad_girls_8.txt, 924, 8
029c_mallory_and_the_mystery_diary_8.txt, 1552, 8
064c_dawns_family_feud_6.txt, 1699, 6
118c_kristy_thomas_dog_trainer_2.txt, 3138, 2
m23c_abby_and_the_secret_society_12.txt, 1634, 12
067c_dawns_big_move_7.txt, 1146, 7
m20c_mary_anne_and_the_zoo_mystery_4.txt, 1476, 4
009c_the_ghost_at_dawns_house_12.txt, 1669, 12
072c_dawn_and_the_we_heart_kids_club_8.txt, 1811, 8
073c_mary_anne_and_miss_priss_8.txt, 1940, 8
064c_dawns_family_feud_14.txt, 1906, 14
097c_claudia_and_the_worlds_cutest_baby_13.txt, 1435, 13
m24c_mary_anne_and_the_silent_witness_13.txt, 2045, 13
042c_jessi_and_the_dance_school_phantom_1.txt, 2669, 1
109c_mary_anne_to_the_rescue_7.txt, 1865, 7
062c_kristy_and_the_worst_kid_ever_8.txt, 1532, 8
090c_welcome_to_the_bsc_abby_14.txt, 1364, 14
125c_mary_anne_in_the_middle_8.txt, 1520, 8
m27c_claudia_and_the_lighthouse_ghost_9.txt, 958, 9
131c_the_fire_at_mary_annes_house_14.txt, 1460, 14
130c_staceys_movie_12.txt, 1463, 12
053c_kristy_for_president_5.txt, 1285, 5
m16c_claudia_and_the_clue_in_the_photograph_10.txt, 2115, 10
033c_claudia_and_the_great_search_8.txt, 1334, 8
026c_claudia_and_the_sad_goodbye_4.txt, 1248, 4
130c_staceys_movie_7.txt, 2219, 7
m16c_claudia_and_the_clue_in_the_photograph_12.txt, 1775, 12
053c_kristy_for_president_7.txt, 2431, 7
086c_mary_anne_and_camp_bsc_8.txt, 1907, 8
130c_staceys_movie_5.txt, 1128, 5
026c_claudia_and_the_sad_goodbye_6.txt, 1794, 6
m19c_kristy_and_the_missing_fortune_8.txt, 1992, 8
027c_jessi_and_the_superbrat_15.txt, 1865, 15
130c_staceys_movie_10.txt, 948, 10
m10c_stacey_and_the_mystery_money_2.txt, 2658, 2
102c_mary_anne_and_the_little_princess_9.txt, 2048, 9
096c_abbys_lucky_thirteen_8.txt, 1081, 8
109c_mary_anne_to_the_rescue_5.txt, 1504, 5
042c_jessi_and_the_dance_school_phantom_3.txt, 2307, 3
m24c_mary_anne_and_the_silent_witness_11.txt, 2017, 11
009c_the_ghost_at_dawns_house_10.txt, 1503, 10
m20c_mary_anne_and_the_zoo_mystery_6.txt, 1993, 6
097c_claudia_and_the_worlds_cutest_baby_11.txt, 1972, 11
067c_dawns_big_move_5.txt, 1902, 5
m23c_abby_and_the_secret_society_10.txt, 2093, 10
071c_claudia_and_the_perfect_boy_5.txt, 1532, 5
m35c_abby_and_the_notorius_neighbor_4.txt, 1849, 4
011c_kristy_and_the_snobs_6.txt, 1862, 6
m11c_claudia_and_the_mystery_at_the_museum_15.txt, 1216, 15
064c_dawns_family_feud_4.txt, 1628, 4
m18c_stacey_and_the_mystery_at_the_empty_house_8.txt, 1951, 8
022c_jessi_ramsey_petsitter_4.txt, 1618, 4
081c_kristy_and_mr_mom_7.txt, 1808, 7
029c_mallory_and_the_mystery_diary_15.txt, 1669, 15
m14c_stacey_and_the_mystery_at_the_mall_15.txt, 2005, 15
048c_jessis_wish_2.txt, 2631, 2
m26c_dawn_schafer_undercover_babysitter_7.txt, 1576, 7
001c_kristys_great_idea_15.txt, 2426, 15
003c_the_truth_about_stacey_3.txt, 2229, 3
126c_the_all_new_mallory_pike_4.txt, 1433, 4
m35c_abby_and_the_notorius_neighbor_11.txt, 1548, 11
113c_claudia_makes_up_her_mind_11.txt, 1996, 11
m22c_stacey_and_the_haunted_masquerade_6.txt, 1585, 6
028c_welcome_back_stacey_4.txt, 1473, 4
094c_stacey_mcgill_super_sitter_10.txt, 1807, 10
120c_mary_anne_and_the_playground_fight_1.txt, 1835, 1
069c_get_well_soon_mallory_10.txt, 1880, 10
047c_mallory_on_strike_9.txt, 1185, 9
034c_mary_anne_and_too_many_boys_12.txt, 1244, 12
027c_jessi_and_the_superbrat_6.txt, 1566, 6
068c_jessi_and_the_bad_babysitter_10.txt, 1824, 10
103c_happy_holidays_jessi_13.txt, 1554, 13
093c_mary_anne_and_the_memory_garden_13.txt, 1698, 13
075c_jessis_horrible_prank_3.txt, 2377, 3
049c_claudia_and_the_genius_of_elm_street_11.txt, 2359, 11
054c_mallory_and_the_dream_horse_3.txt, 1728, 3
091c_claudia_and_the_first_thanksgiving_12.txt, 1348, 12
113c_claudia_makes_up_her_mind_8.txt, 1530, 8
m34c_mary_anne_and_the_haunted_bookstore_14.txt, 2405, 14
114c_the_secret_life_of_mary_anne_spier_2.txt, 2800, 2
075c_jessis_horrible_prank_12.txt, 1941, 12
m30c_kristy_and_the_mystery_train_4.txt, 2477, 4
038c_kristys_mystery_admirer_3.txt, 2102, 3
092c_mallorys_christmas_wish_14.txt, 1546, 14
094c_stacey_mcgill_super_sitter_3.txt, 1978, 3
074c_kristy_and_the_copycat_11.txt, 1483, 11
017c_mary_annes_bad_luck_mystery_11.txt, 1856, 11
016c_jessis_secret_language_4.txt, 2343, 4
m13c_mary_anne_and_the_library_mystery_10.txt, 1893, 10
090c_welcome_to_the_bsc_abby_2.txt, 2965, 2
068c_jessi_and_the_bad_babysitter_7.txt, 1620, 7
serr2c_logan_bruno_boy_babysitter_4.txt, 1206, 4
092c_mallorys_christmas_wish_4.txt, 1132, 4
057c_dawn_saves_the_planet_11.txt, 1956, 11
023c_dawn_on_the_coast_15.txt, 1762, 15
115c_jessis_big_break_6.txt, 1408, 6
043c_staceys_emergency_5.txt, 1724, 5
021c_mallory_and_the_trouble_with_twins_8.txt, 1587, 8
116c_abby_and_the_best_kid_ever_2.txt, 3293, 2
040c_claudia_and_the_middle_school_mystery_6.txt, 1809, 6
m32c_claudia_and_the_mystery_in_the_painting_1.txt, 2110, 1
116c_abby_and_the_best_kid_ever_3.txt, 885, 3
040c_claudia_and_the_middle_school_mystery_7.txt, 1543, 7
043c_staceys_emergency_4.txt, 1497, 4
021c_mallory_and_the_trouble_with_twins_9.txt, 1562, 9
092c_mallorys_christmas_wish_5.txt, 1405, 5
115c_jessis_big_break_7.txt, 1628, 7
023c_dawn_on_the_coast_14.txt, 1369, 14
057c_dawn_saves_the_planet_10.txt, 1461, 10
serr2c_logan_bruno_boy_babysitter_5.txt, 1822, 5
m13c_mary_anne_and_the_library_mystery_11.txt, 1836, 11
068c_jessi_and_the_bad_babysitter_6.txt, 1646, 6
090c_welcome_to_the_bsc_abby_3.txt, 1436, 3
017c_mary_annes_bad_luck_mystery_10.txt, 1692, 10
016c_jessis_secret_language_5.txt, 1273, 5
074c_kristy_and_the_copycat_10.txt, 1245, 10
094c_stacey_mcgill_super_sitter_2.txt, 3627, 2
010c_logan_likes_mary_anne_1.txt, 2381, 1
092c_mallorys_christmas_wish_15.txt, 857, 15
038c_kristys_mystery_admirer_2.txt, 2324, 2
061c_jessi_and_the_awful_secret_1.txt, 2227, 1
m30c_kristy_and_the_mystery_train_5.txt, 1973, 5
075c_jessis_horrible_prank_13.txt, 1513, 13
114c_the_secret_life_of_mary_anne_spier_3.txt, 1884, 3
111c_staceys_secret_friend_1.txt, 1664, 1
091c_claudia_and_the_first_thanksgiving_13.txt, 1353, 13
m34c_mary_anne_and_the_haunted_bookstore_15.txt, 949, 15
113c_claudia_makes_up_her_mind_9.txt, 978, 9
049c_claudia_and_the_genius_of_elm_street_10.txt, 1139, 10
054c_mallory_and_the_dream_horse_2.txt, 2387, 2
m09c_kristy_and_the_haunted_mansion_1.txt, 2215, 1
103c_happy_holidays_jessi_12.txt, 1100, 12
068c_jessi_and_the_bad_babysitter_11.txt, 1420, 11
027c_jessi_and_the_superbrat_7.txt, 1919, 7
075c_jessis_horrible_prank_2.txt, 1266, 2
093c_mary_anne_and_the_memory_garden_12.txt, 1726, 12
034c_mary_anne_and_too_many_boys_13.txt, 1409, 13
094c_stacey_mcgill_super_sitter_11.txt, 1500, 11
047c_mallory_on_strike_8.txt, 1937, 8
069c_get_well_soon_mallory_11.txt, 1959, 11
113c_claudia_makes_up_her_mind_10.txt, 1774, 10
028c_welcome_back_stacey_5.txt, 1563, 5
m22c_stacey_and_the_haunted_masquerade_7.txt, 1845, 7
003c_the_truth_about_stacey_2.txt, 2311, 2
001c_kristys_great_idea_14.txt, 1842, 14
m26c_dawn_schafer_undercover_babysitter_6.txt, 1995, 6
048c_jessis_wish_3.txt, 2384, 3
m35c_abby_and_the_notorius_neighbor_10.txt, 1615, 10
126c_the_all_new_mallory_pike_5.txt, 1474, 5
m18c_stacey_and_the_mystery_at_the_empty_house_9.txt, 1763, 9
m14c_stacey_and_the_mystery_at_the_mall_14.txt, 2303, 14
029c_mallory_and_the_mystery_diary_14.txt, 1585, 14
081c_kristy_and_mr_mom_6.txt, 2507, 6
022c_jessi_ramsey_petsitter_5.txt, 1647, 5
064c_dawns_family_feud_5.txt, 2243, 5
m11c_claudia_and_the_mystery_at_the_museum_14.txt, 1523, 14
m35c_abby_and_the_notorius_neighbor_5.txt, 1371, 5
071c_claudia_and_the_perfect_boy_4.txt, 1899, 4
011c_kristy_and_the_snobs_7.txt, 1886, 7
067c_dawns_big_move_4.txt, 1750, 4
m23c_abby_and_the_secret_society_11.txt, 1806, 11
118c_kristy_thomas_dog_trainer_1.txt, 1229, 1
097c_claudia_and_the_worlds_cutest_baby_10.txt, 1340, 10
009c_the_ghost_at_dawns_house_11.txt, 1790, 11
m20c_mary_anne_and_the_zoo_mystery_7.txt, 3430, 7
102c_mary_anne_and_the_little_princess_8.txt, 1357, 8
m24c_mary_anne_and_the_silent_witness_10.txt, 1783, 10
042c_jessi_and_the_dance_school_phantom_2.txt, 2980, 2
109c_mary_anne_to_the_rescue_4.txt, 1333, 4
096c_abbys_lucky_thirteen_9.txt, 2517, 9
130c_staceys_movie_11.txt, 1332, 11
m10c_stacey_and_the_mystery_money_3.txt, 2136, 3
027c_jessi_and_the_superbrat_14.txt, 1366, 14
m19c_kristy_and_the_missing_fortune_9.txt, 1703, 9
026c_claudia_and_the_sad_goodbye_7.txt, 1940, 7
130c_staceys_movie_4.txt, 2228, 4
086c_mary_anne_and_camp_bsc_9.txt, 1830, 9
053c_kristy_for_president_6.txt, 1632, 6
m16c_claudia_and_the_clue_in_the_photograph_13.txt, 1960, 13
090c_welcome_to_the_bsc_abby_13.txt, 901, 13
027c_jessi_and_the_superbrat_10.txt, 1667, 10
131c_the_fire_at_mary_annes_house_13.txt, 1592, 13
m10c_stacey_and_the_mystery_money_7.txt, 2536, 7
130c_staceys_movie_15.txt, 1262, 15
053c_kristy_for_president_2.txt, 2517, 2
107c_mind_your_own_business_kristy_8.txt, 1098, 8
026c_claudia_and_the_sad_goodbye_3.txt, 1898, 3
m20c_mary_anne_and_the_zoo_mystery_3.txt, 2198, 3
009c_the_ghost_at_dawns_house_15.txt, 1894, 15
097c_claudia_and_the_worlds_cutest_baby_14.txt, 767, 14
064c_dawns_family_feud_13.txt, 1070, 13
042c_jessi_and_the_dance_school_phantom_6.txt, 2054, 6
m24c_mary_anne_and_the_silent_witness_14.txt, 1788, 14
058c_staceys_choice_8.txt, 1473, 8
011c_kristy_and_the_snobs_3.txt, 1846, 3
m35c_abby_and_the_notorius_neighbor_1.txt, 1841, 1
064c_dawns_family_feud_1.txt, 1896, 1
m11c_claudia_and_the_mystery_at_the_museum_10.txt, 1866, 10
044c_dawn_and_the_big_sleepover_9.txt, 1704, 9
118c_kristy_thomas_dog_trainer_5.txt, 1762, 5
050c_dawns_big_date_9.txt, 1513, 9
m23c_abby_and_the_secret_society_15.txt, 1923, 15
m22c_stacey_and_the_haunted_masquerade_3.txt, 1793, 3
028c_welcome_back_stacey_1.txt, 1902, 1
115c_jessis_big_break_13.txt, 1187, 13
113c_claudia_makes_up_her_mind_14.txt, 1601, 14
069c_get_well_soon_mallory_15.txt, 688, 15
094c_stacey_mcgill_super_sitter_15.txt, 1426, 15
120c_mary_anne_and_the_playground_fight_4.txt, 967, 4
081c_kristy_and_mr_mom_2.txt, 3072, 2
022c_jessi_ramsey_petsitter_1.txt, 2155, 1
m14c_stacey_and_the_mystery_at_the_mall_10.txt, 1947, 10
029c_mallory_and_the_mystery_diary_10.txt, 1535, 10
021c_mallory_and_the_trouble_with_twins_13.txt, 2039, 13
126c_the_all_new_mallory_pike_1.txt, 1504, 1
100c_kristys_worst_idea_12.txt, 1186, 12
m35c_abby_and_the_notorius_neighbor_14.txt, 1380, 14
098c_dawn_and_too_many_sitters_12.txt, 1420, 12
048c_jessis_wish_7.txt, 1571, 7
m26c_dawn_schafer_undercover_babysitter_2.txt, 2322, 2
003c_the_truth_about_stacey_6.txt, 1365, 6
001c_kristys_great_idea_10.txt, 2429, 10
m09c_kristy_and_the_haunted_mansion_5.txt, 1644, 5
054c_mallory_and_the_dream_horse_6.txt, 2124, 6
049c_claudia_and_the_genius_of_elm_street_14.txt, 1426, 14
serr1c_logans_story_9.txt, 1704, 9
m01c_stacey_and_the_mystery_ring_8.txt, 1849, 8
075c_jessis_horrible_prank_6.txt, 1221, 6
027c_jessi_and_the_superbrat_3.txt, 1704, 3
068c_jessi_and_the_bad_babysitter_15.txt, 1274, 15
m30c_kristy_and_the_mystery_train_1.txt, 1691, 1
061c_jessi_and_the_awful_secret_5.txt, 2324, 5
121c_abby_in_wonderland_9.txt, 1624, 9
038c_kristys_mystery_admirer_6.txt, 1480, 6
m34c_mary_anne_and_the_haunted_bookstore_11.txt, 716, 11
111c_staceys_secret_friend_5.txt, 1479, 5
114c_the_secret_life_of_mary_anne_spier_7.txt, 2063, 7
m15c_kristy_and_the_vampires_9.txt, 1781, 9
028c_welcome_back_stacey_12.txt, 1415, 12
016c_jessis_secret_language_1.txt, 1988, 1
017c_mary_annes_bad_luck_mystery_14.txt, 1996, 14
068c_jessi_and_the_bad_babysitter_2.txt, 3278, 2
090c_welcome_to_the_bsc_abby_7.txt, 1861, 7
m13c_mary_anne_and_the_library_mystery_15.txt, 2040, 15
